"Jahr","QuarSort","QuarLang","GbdArt1","GbdArt1n","AnzGeb","Rauminhalt","PersonenGT2","AnzWhg","WohnFl","PersInWhgGT2","KreisSort","KreisLang","GbdArt2","GbdArt2n","GbdArtPub","GbdArtPubName"
2013,82,"Mühlebach",261.1,"Theater-, Konzert- und Kinogebäude",1,6960,".",0,0,".",8,"Kreis 8",261,"Gebäude für Kultur- und Freizeitzwecke",6,"Infrastrukturgebäude"
2014,82,"Mühlebach",261.1,"Theater-, Konzert- und Kinogebäude",1,6960,".",0,0,".",8,"Kreis 8",261,"Gebäude für Kultur- und Freizeitzwecke",6,"Infrastrukturgebäude"
2015,82,"Mühlebach",261.1,"Theater-, Konzert- und Kinogebäude",1,6960,".",0,0,".",8,"Kreis 8",261,"Gebäude für Kultur- und Freizeitzwecke",6,"Infrastrukturgebäude"
2016,82,"Mühlebach",261.1,"Theater-, Konzert- und Kinogebäude",1,6960,".",0,0,".",8,"Kreis 8",261,"Gebäude für Kultur- und Freizeitzwecke",6,"Infrastrukturgebäude"
2017,82,"Mühlebach",261.1,"Theater-, Konzert- und Kinogebäude",1,6960,".",0,0,".",8,"Kreis 8",261,"Gebäude für Kultur- und Freizeitzwecke",6,"Infrastrukturgebäude"
2018,82,"Mühlebach",261.1,"Theater-, Konzert- und Kinogebäude",1,7010,".",0,0,".",8,"Kreis 8",261,"Gebäude für Kultur- und Freizeitzwecke",6,"Infrastrukturgebäude"
2019,82,"Mühlebach",261.1,"Theater-, Konzert- und Kinogebäude",1,7010,".",0,0,".",8,"Kreis 8",261,"Gebäude für Kultur- und Freizeitzwecke",6,"Infrastrukturgebäude"
2008,82,"Mühlebach",262.1,"Museen und Bibliotheken",2,14231,3,2,201,".",8,"Kreis 8",262,"Museen und Bibliotheken",6,"Infrastrukturgebäude"
2009,82,"Mühlebach",262.1,"Museen und Bibliotheken",2,14471,3,2,211,".",8,"Kreis 8",262,"Museen und Bibliotheken",6,"Infrastrukturgebäude"
2010,82,"Mühlebach",262.1,"Museen und Bibliotheken",2,14471,3,2,211,".",8,"Kreis 8",262,"Museen und Bibliotheken",6,"Infrastrukturgebäude"
2011,82,"Mühlebach",262.1,"Museen und Bibliotheken",2,14471,3,2,211,".",8,"Kreis 8",262,"Museen und Bibliotheken",6,"Infrastrukturgebäude"
2012,82,"Mühlebach",262.1,"Museen und Bibliotheken",2,14471,".",2,211,".",8,"Kreis 8",262,"Museen und Bibliotheken",6,"Infrastrukturgebäude"
2013,82,"Mühlebach",262.1,"Museen und Bibliotheken",2,14471,".",2,211,".",8,"Kreis 8",262,"Museen und Bibliotheken",6,"Infrastrukturgebäude"
2014,82,"Mühlebach",262.1,"Museen und Bibliotheken",2,14471,".",2,211,".",8,"Kreis 8",262,"Museen und Bibliotheken",6,"Infrastrukturgebäude"
2015,82,"Mühlebach",262.1,"Museen und Bibliotheken",2,14471,".",2,211,".",8,"Kreis 8",262,"Museen und Bibliotheken",6,"Infrastrukturgebäude"
2016,82,"Mühlebach",262.1,"Museen und Bibliotheken",2,14471,3,2,211,3,8,"Kreis 8",262,"Museen und Bibliotheken",6,"Infrastrukturgebäude"
2017,82,"Mühlebach",262.1,"Museen und Bibliotheken",2,14471,".",2,211,".",8,"Kreis 8",262,"Museen und Bibliotheken",6,"Infrastrukturgebäude"
2018,82,"Mühlebach",262.1,"Museen und Bibliotheken",2,14471,".",2,211,".",8,"Kreis 8",262,"Museen und Bibliotheken",6,"Infrastrukturgebäude"
2019,82,"Mühlebach",262.1,"Museen und Bibliotheken",2,14471,".",2,211,".",8,"Kreis 8",262,"Museen und Bibliotheken",6,"Infrastrukturgebäude"
2008,82,"Mühlebach",263.1,"Schulhaus",13,176713,8,2,269,".",8,"Kreis 8",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2009,82,"Mühlebach",263.1,"Schulhaus",13,176713,6,2,269,".",8,"Kreis 8",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2010,82,"Mühlebach",263.1,"Schulhaus",13,176713,5,2,269,".",8,"Kreis 8",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2011,82,"Mühlebach",263.1,"Schulhaus",13,176713,3,1,154,".",8,"Kreis 8",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2012,82,"Mühlebach",263.1,"Schulhaus",13,176713,4,1,154,".",8,"Kreis 8",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2013,82,"Mühlebach",263.1,"Schulhaus",12,176713,4,1,154,".",8,"Kreis 8",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
2014,82,"Mühlebach",263.1,"Schulhaus",12,176713,5,1,154,4,8,"Kreis 8",263,"Schul- und Hochschulgebäude, Forschungseinrichtungen",6,"Infrastrukturgebäude"
